0	0 0  -0.123997	0
0	0 1  0	0
0	0 2  0	0
0	0 3  0	0
0	1 0  0	0
0	1 1  -0.123997	0
0	1 2  0	0
0	1 3  0	0
0	2 0  0	0
0	2 1  0	0
0	2 2  -0.503067	0
0	2 3  0	0
0	3 0  0	0
0	3 1  0	0
0	3 2  0	0
0	3 3  -0.503067	0
1	0 0  -0.120014	0
1	0 1  0	0
1	0 2  0	0
1	0 3  0	0
1	1 0  0	0
1	1 1  -0.120014	0
1	1 2  0	0
1	1 3  0	0
1	2 0  0	0
1	2 1  0	0
1	2 2  -0.484928	0
1	2 3  0	0
1	3 0  0	0
1	3 1  0	0
1	3 2  0	0
1	3 3  -0.484928	0
2	0 0  -0.116274	0
2	0 1  0	0
2	0 2  0	0
2	0 3  0	0
2	1 0  0	0
2	1 1  -0.116274	0
2	1 2  0	0
2	1 3  0	0
2	2 0  0	0
2	2 1  0	0
2	2 2  -0.467685	0
2	2 3  0	0
2	3 0  0	0
2	3 1  0	0
2	3 2  0	0
2	3 3  -0.467685	0
3	0 0  -0.112759	0
3	0 1  0	0
3	0 2  0	0
3	0 3  0	0
3	1 0  0	0
3	1 1  -0.112759	0
3	1 2  0	0
3	1 3  0	0
3	2 0  0	0
3	2 1  0	0
3	2 2  -0.451318	0
3	2 3  0	0
3	3 0  0	0
3	3 1  0	0
3	3 2  0	0
3	3 3  -0.451318	0
4	0 0  -0.109448	0
4	0 1  0	0
4	0 2  0	0
4	0 3  0	0
4	1 0  0	0
4	1 1  -0.109448	0
4	1 2  0	0
4	1 3  0	0
4	2 0  0	0
4	2 1  0	0
4	2 2  -0.435809	0
4	2 3  0	0
4	3 0  0	0
4	3 1  0	0
4	3 2  0	0
4	3 3  -0.435809	0
5	0 0  -0.10632	0
5	0 1  0	0
5	0 2  0	0
5	0 3  0	0
5	1 0  0	0
5	1 1  -0.10632	0
5	1 2  0	0
5	1 3  0	0
5	2 0  0	0
5	2 1  0	0
5	2 2  -0.421134	0
5	2 3  0	0
5	3 0  0	0
5	3 1  0	0
5	3 2  0	0
5	3 3  -0.421134	0
6	0 0  -0.103357	0
6	0 1  0	0
6	0 2  0	0
6	0 3  0	0
6	1 0  0	0
6	1 1  -0.103357	0
6	1 2  0	0
6	1 3  0	0
6	2 0  0	0
6	2 1  0	0
6	2 2  -0.407265	0
6	2 3  0	0
6	3 0  0	0
6	3 1  0	0
6	3 2  0	0
6	3 3  -0.407265	0
7	0 0  -0.100546	0
7	0 1  0	0
7	0 2  0	0
7	0 3  0	0
7	1 0  0	0
7	1 1  -0.100546	0
7	1 2  0	0
7	1 3  0	0
7	2 0  0	0
7	2 1  0	0
7	2 2  -0.394171	0
7	2 3  0	0
7	3 0  0	0
7	3 1  0	0
7	3 2  0	0
7	3 3  -0.394171	0
8	0 0  -0.0978731	0
8	0 1  0	0
8	0 2  0	0
8	0 3  0	0
8	1 0  0	0
8	1 1  -0.0978731	0
8	1 2  0	0
8	1 3  0	0
8	2 0  0	0
8	2 1  0	0
8	2 2  -0.381818	0
8	2 3  0	0
8	3 0  0	0
8	3 1  0	0
8	3 2  0	0
8	3 3  -0.381818	0
9	0 0  -0.0953294	0
9	0 1  0	0
9	0 2  0	0
9	0 3  0	0
9	1 0  0	0
9	1 1  -0.0953294	0
9	1 2  0	0
9	1 3  0	0
9	2 0  0	0
9	2 1  0	0
9	2 2  -0.370168	0
9	2 3  0	0
9	3 0  0	0
9	3 1  0	0
9	3 2  0	0
9	3 3  -0.370168	0
10	0 0  -0.0929056	0
10	0 1  0	0
10	0 2  0	0
10	0 3  0	0
10	1 0  0	0
10	1 1  -0.0929056	0
10	1 2  0	0
10	1 3  0	0
10	2 0  0	0
10	2 1  0	0
10	2 2  -0.359185	0
10	2 3  0	0
10	3 0  0	0
10	3 1  0	0
10	3 2  0	0
10	3 3  -0.359185	0
11	0 0  -0.090594	0
11	0 1  0	0
11	0 2  0	0
11	0 3  0	0
11	1 0  0	0
11	1 1  -0.090594	0
11	1 2  0	0
11	1 3  0	0
11	2 0  0	0
11	2 1  0	0
11	2 2  -0.348832	0
11	2 3  0	0
11	3 0  0	0
11	3 1  0	0
11	3 2  0	0
11	3 3  -0.348832	0
12	0 0  -0.0883882	0
12	0 1  0	0
12	0 2  0	0
12	0 3  0	0
12	1 0  0	0
12	1 1  -0.0883882	0
12	1 2  0	0
12	1 3  0	0
12	2 0  0	0
12	2 1  0	0
12	2 2  -0.339071	0
12	2 3  0	0
12	3 0  0	0
12	3 1  0	0
12	3 2  0	0
12	3 3  -0.339071	0
13	0 0  -0.0862827	0
13	0 1  0	0
13	0 2  0	0
13	0 3  0	0
13	1 0  0	0
13	1 1  -0.0862827	0
13	1 2  0	0
13	1 3  0	0
13	2 0  0	0
13	2 1  0	0
13	2 2  -0.329866	0
13	2 3  0	0
13	3 0  0	0
13	3 1  0	0
13	3 2  0	0
13	3 3  -0.329866	0
14	0 0  -0.0842726	0
14	0 1  0	0
14	0 2  0	0
14	0 3  0	0
14	1 0  0	0
14	1 1  -0.0842726	0
14	1 2  0	0
14	1 3  0	0
14	2 0  0	0
14	2 1  0	0
14	2 2  -0.321181	0
14	2 3  0	0
14	3 0  0	0
14	3 1  0	0
14	3 2  0	0
14	3 3  -0.321181	0
15	0 0  -0.0823536	0
15	0 1  0	0
15	0 2  0	0
15	0 3  0	0
15	1 0  0	0
15	1 1  -0.0823536	0
15	1 2  0	0
15	1 3  0	0
15	2 0  0	0
15	2 1  0	0
15	2 2  -0.312982	0
15	2 3  0	0
15	3 0  0	0
15	3 1  0	0
15	3 2  0	0
15	3 3  -0.312982	0
16	0 0  -0.0805216	0
16	0 1  0	0
16	0 2  0	0
16	0 3  0	0
16	1 0  0	0
16	1 1  -0.0805216	0
16	1 2  0	0
16	1 3  0	0
16	2 0  0	0
16	2 1  0	0
16	2 2  -0.305235	0
16	2 3  0	0
16	3 0  0	0
16	3 1  0	0
16	3 2  0	0
16	3 3  -0.305235	0
17	0 0  -0.0787734	0
17	0 1  0	0
17	0 2  0	0
17	0 3  0	0
17	1 0  0	0
17	1 1  -0.0787734	0
17	1 2  0	0
17	1 3  0	0
17	2 0  0	0
17	2 1  0	0
17	2 2  -0.297908	0
17	2 3  0	0
17	3 0  0	0
17	3 1  0	0
17	3 2  0	0
17	3 3  -0.297908	0
18	0 0  -0.0771054	0
18	0 1  0	0
18	0 2  0	0
18	0 3  0	0
18	1 0  0	0
18	1 1  -0.0771054	0
18	1 2  0	0
18	1 3  0	0
18	2 0  0	0
18	2 1  0	0
18	2 2  -0.290972	0
18	2 3  0	0
18	3 0  0	0
18	3 1  0	0
18	3 2  0	0
18	3 3  -0.290972	0
19	0 0  -0.0755149	0
19	0 1  0	0
19	0 2  0	0
19	0 3  0	0
19	1 0  0	0
19	1 1  -0.0755149	0
19	1 2  0	0
19	1 3  0	0
19	2 0  0	0
19	2 1  0	0
19	2 2  -0.284398	0
19	2 3  0	0
19	3 0  0	0
19	3 1  0	0
19	3 2  0	0
19	3 3  -0.284398	0
20	0 0  -0.0739986	0
20	0 1  0	0
20	0 2  0	0
20	0 3  0	0
20	1 0  0	0
20	1 1  -0.0739986	0
20	1 2  0	0
20	1 3  0	0
20	2 0  0	0
20	2 1  0	0
20	2 2  -0.278159	0
20	2 3  0	0
20	3 0  0	0
20	3 1  0	0
20	3 2  0	0
20	3 3  -0.278159	0
21	0 0  -0.0725541	0
21	0 1  0	0
21	0 2  0	0
21	0 3  0	0
21	1 0  0	0
21	1 1  -0.0725541	0
21	1 2  0	0
21	1 3  0	0
21	2 0  0	0
21	2 1  0	0
21	2 2  -0.272231	0
21	2 3  0	0
21	3 0  0	0
21	3 1  0	0
21	3 2  0	0
21	3 3  -0.272231	0
22	0 0  -0.0711784	0
22	0 1  0	0
22	0 2  0	0
22	0 3  0	0
22	1 0  0	0
22	1 1  -0.0711784	0
22	1 2  0	0
22	1 3  0	0
22	2 0  0	0
22	2 1  0	0
22	2 2  -0.266591	0
22	2 3  0	0
22	3 0  0	0
22	3 1  0	0
22	3 2  0	0
22	3 3  -0.266591	0
23	0 0  -0.0698689	0
23	0 1  0	0
23	0 2  0	0
23	0 3  0	0
23	1 0  0	0
23	1 1  -0.0698689	0
23	1 2  0	0
23	1 3  0	0
23	2 0  0	0
23	2 1  0	0
23	2 2  -0.261217	0
23	2 3  0	0
23	3 0  0	0
23	3 1  0	0
23	3 2  0	0
23	3 3  -0.261217	0
24	0 0  -0.068623	0
24	0 1  0	0
24	0 2  0	0
24	0 3  0	0
24	1 0  0	0
24	1 1  -0.068623	0
24	1 2  0	0
24	1 3  0	0
24	2 0  0	0
24	2 1  0	0
24	2 2  -0.256089	0
24	2 3  0	0
24	3 0  0	0
24	3 1  0	0
24	3 2  0	0
24	3 3  -0.256089	0
25	0 0  -0.0674381	0
25	0 1  0	0
25	0 2  0	0
25	0 3  0	0
25	1 0  0	0
25	1 1  -0.0674381	0
25	1 2  0	0
25	1 3  0	0
25	2 0  0	0
25	2 1  0	0
25	2 2  -0.251189	0
25	2 3  0	0
25	3 0  0	0
25	3 1  0	0
25	3 2  0	0
25	3 3  -0.251189	0
26	0 0  -0.0663116	0
26	0 1  0	0
26	0 2  0	0
26	0 3  0	0
26	1 0  0	0
26	1 1  -0.0663116	0
26	1 2  0	0
26	1 3  0	0
26	2 0  0	0
26	2 1  0	0
26	2 2  -0.2465	0
26	2 3  0	0
26	3 0  0	0
26	3 1  0	0
26	3 2  0	0
26	3 3  -0.2465	0
27	0 0  -0.0652409	0
