20	0
17.5824882	1.190177515e-42
15.45719457	2.163130035e-34
13.58879706	1.662067749e-28
11.9462432	1.123102108e-23
10.50223401	1.026272311e-19
9.232770279	1.811888975e-16
8.116753726	8.311933194e-14
7.135636332	1.267185887e-11
6.273112082	7.874311202e-10
5.514845959	2.361648129e-08
4.848235701	3.929827026e-07
4.262202351	4.06748899e-06
3.747006128	2.874034194e-05
3.294084553	0.0001494462613
2.895910139	0.000607219855
2.545865293	0.002021250293
2.238132324	0.005718975231
1.96759676	0.01415044867
1.729762341	0.03128757856
1.520676298	0.06283704008
1.336863653	0.1160372901
1.175269471	0.1987973171
1.03320808	0.3180163278
0.9083184442	0.4771554252
0.7985249166	0.673524877
0.7020027463	0.8961872488
0.6171477503	1.125595296
0.542549652	1.33591177
0.4769686428	1.49936149
0.4193147768	1.593022963
0.3686298558	1.604063546
0.3240715046	1.532891327
0.2848991703	1.392593764
0.2504618151	1.205108439
0.2201870955	0.9956605885
0.1935718504	0.7874009776
0.1701737389	0.5977285322
0.1496038878	0.4368695325
0.1315204296	0.3084110084
0.1156228201	0.2110005971
0.1016468435	0.1403756856
0.08936022138	0.09112628726
0.07855875192	0.05791809204
0.06906291645	0.03616092982
0.06071489569	0.0222480634
0.05337594686	0.01352888011
0.0469240978	0.008153542074
0.04125211981	0.004882683875
0.03626574549	0.002912406373
0.03188210212	0.001734430577
0.02802833422	0.00103374477
0.02464039279	0.0006181251788
0.02166197078	0.0003716904818
0.01904356729	0.000225253846
0.01674166486	0.0001378200162
0.01471800624	8.523303727e-05
0.01293895856	5.330496473e-05
0.01137495431	3.370680066e-05
0.01	2.153685473e-05
