0.0785398	0.0101601	0.0007	-1.67201	0.0007
0.235619	0.00579445	0.0007	-1.28116	0.0007
0.392699	0.00377987	0.0007	-1.05071	0.0007
0.549779	0.00977451	0.0007	-0.906703	0.0007
0.706858	0.00427484	0.0007	-0.795775	0.0007
0.863938	0.000619331	0.0007	-0.710052	0.0007
1.02102	0.00201429	0.0007	-0.648321	0.0007
1.1781	0.00153029	0.0007	-0.585563	0.0007
1.33518	0.00110234	0.0007	-0.53812	0.0007
1.49226	0.00121743	0.0007	-0.506837	0.0007
1.64934	-0.00721544	0.0007	-0.464431	0.0007
1.80642	-0.00229851	0.0007	-0.444197	0.0007
1.9635	0.00324167	0.0007	-0.420402	0.0007
2.12058	-0.00328367	0.0007	-0.390514	0.0007
2.27765	-0.00655816	0.0007	-0.372577	0.0007
2.43473	-0.00528327	0.0007	-0.356251	0.0007
2.59181	-0.00253075	0.0007	-0.338847	0.0007
2.74889	-0.000211693	0.0007	-0.322547	0.0007
2.90597	0.00113814	0.0007	-0.308635	0.0007
3.06305	0.00162464	0.0007	-0.296798	0.0007
3.22013	0.00151955	0.0007	-0.286135	0.0007
3.37721	0.00107188	0.0007	-0.275905	0.0007
3.53429	0.000463166	0.0007	-0.265743	0.0007
3.69137	-0.000187444	0.0007	-0.255591	0.0007
3.84845	-0.000807363	0.0007	-0.245555	0.0007
4.00553	-0.00135606	0.0007	-0.235801	0.0007
4.16261	-0.00181421	0.0007	-0.226479	0.0007
4.31969	-0.00217602	0.0007	-0.217698	0.0007
4.47677	-0.00244407	0.0007	-0.209517	0.0007
4.63385	-0.00262578	0.0007	-0.201958	0.0007
4.79093	-0.00273107	0.0007	-0.195005	0.0007
4.94801	-0.00277079	0.0007	-0.188628	0.0007
5.10509	-0.0027558	0.0007	-0.182778	0.0007
5.26217	-0.00269634	0.0007	-0.177407	0.0007
5.41925	-0.00260172	0.0007	-0.17246	0.0007
5.57633	-0.00248015	0.0007	-0.16789	0.0007
5.73341	-0.00233871	0.0007	-0.163649	0.0007
5.89049	-0.00218342	0.0007	-0.159696	0.0007
6.04757	-0.00201927	0.0007	-0.155997	0.0007
6.20465	-0.00185036	0.0007	-0.152518	0.0007
6.36173	-0.00167999	0.0007	-0.149234	0.0007
6.5188	-0.00151078	0.0007	-0.146122	0.0007
6.67588	-0.00134476	0.0007	-0.14316	0.0007
6.83296	-0.00118349	0.0007	-0.140334	0.0007
6.99004	-0.00102809	0.0007	-0.13763	0.0007
7.14712	-0.000879392	0.0007	-0.135035	0.0007
7.3042	-0.000737921	0.0007	-0.13254	0.0007
7.46128	-0.000604004	0.0007	-0.130137	0.0007
7.61836	-0.000477783	0.0007	-0.127817	0.0007
7.77544	-0.000359276	0.0007	-0.125576	0.0007
7.93252	-0.00024839	0.0007	-0.123408	0.0007
8.0896	-0.000144953	0.0007	-0.121308	0.0007
8.24668	-4.8736e-05	0.0007	-0.119272	0.0007
8.40376	4.05348e-05	0.0007	-0.117297	0.0007
8.56084	0.00012316	0.0007	-0.11538	0.0007
8.71792	0.000199458	0.0007	-0.113519	0.0007
8.875	0.000269759	0.0007	-0.11171	0.0007
9.03208	0.000334393	0.0007	-0.109951	0.0007
9.18916	0.00039369	0.0007	-0.10824	0.0007
9.34624	0.000447974	0.0007	-0.106576	0.0007
9.50332	0.000497556	0.0007	-0.104956	0.0007
9.6604	0.000542746	0.0007	-0.10338	0.0007
9.81748	0.000583833	0.0007	-0.101844	0.0007
9.97456	0.000621087	0.0007	-0.100348	0.0007
10.1316	0.000654786	0.0007	-0.0988916	0.0007
10.2887	0.000685168	0.0007	-0.0974719	0.0007
10.4458	0.000712475	0.0007	-0.0960882	0.0007
10.6029	0.000736928	0.0007	-0.0947392	0.0007
10.76	0.000758735	0.0007	-0.0934238	0.0007
10.917	0.000778091	0.0007	-0.0921411	0.0007
11.0741	0.00079518	0.0007	-0.0908897	0.0007
11.2312	0.000810171	0.0007	-0.089669	0.0007
11.3883	0.000823227	0.0007	-0.0884777	0.0007
11.5454	0.000834489	0.0007	-0.087315	0.0007
11.7024	0.000844106	0.0007	-0.08618	0.0007
11.8595	0.000852199	0.0007	-0.0850718	0.0007
12.0166	0.000858895	0.0007	-0.0839896	0.0007
12.1737	0.000864296	0.0007	-0.0829326	0.0007
12.3308	0.000868508	0.0007	-0.0819	0.0007
12.4878	0.000871631	0.0007	-0.0808911	0.0007
12.6449	0.000873757	0.0007	-0.079905	0.0007
12.802	0.000874958	0.0007	-0.0789412	0.0007
12.9591	0.000875314	0.0007	-0.077999	0.0007
13.1161	0.000874899	0.0007	-0.0770777	0.0007
13.2732	0.000873782	0.0007	-0.0761767	0.0007
13.4303	0.000872012	0.0007	-0.0752953	0.0007
13.5874	0.000869659	0.0007	-0.0744331	0.0007
13.7445	0.000866764	0.0007	-0.0735894	0.0007
13.9015	0.000863382	0.0007	-0.0727637	0.0007
14.0586	0.000859555	0.0007	-0.0719554	0.0007
14.2157	0.000855324	0.0007	-0.0711642	0.0007
14.3728	0.000850732	0.0007	-0.0703893	0.0007
14.5299	0.000845808	0.0007	-0.0696305	0.0007
14.6869	0.000840583	0.0007	-0.0688871	0.0007
14.844	0.000835094	0.0007	-0.0681589	0.0007
15.0011	0.00082937	0.0007	-0.0674454	0.0007
15.1582	0.000823426	0.0007	-0.0667461	0.0007
15.3153	0.000817297	0.0007	-0.0660606	0.0007
15.4723	0.000810998	0.0007	-0.0653887	0.0007
15.6294	0.000804558	0.0007	-0.0647298	0.0007
15.7865	0.000797983	0.0007	-0.0640837	0.0007
15.9436	0.000791298	0.0007	-0.06345	0.0007
16.1007	0.00078452	0.0007	-0.0628284	0.0007
16.2577	0.000777661	0.0007	-0.0622184	0.0007
16.4148	0.000770731	0.0007	-0.0616199	0.0007
