-10	7.26851	0.717684	5.291	0.185133	7.26851	0.717684	5.291	0.185133	
-9.98	7.2751	0.728558	5.29119	0.185869	7.2751	0.728558	5.29119	0.185869	
-9.96	7.28166	0.739536	5.29139	0.18661	7.28166	0.739536	5.29139	0.18661	
-9.94	7.28819	0.750619	5.29159	0.187355	7.28819	0.750619	5.29159	0.187355	
-9.92	7.29467	0.761807	5.29179	0.188104	7.29467	0.761807	5.29179	0.188104	
-9.9	7.30112	0.773101	5.29199	0.188858	7.30112	0.773101	5.29199	0.188858	
-9.88	7.30753	0.7845	5.2922	0.189615	7.30753	0.7845	5.2922	0.189615	
-9.86	7.3139	0.796003	5.2924	0.190377	7.3139	0.796003	5.2924	0.190377	
-9.84	7.32023	0.807611	5.29261	0.191143	7.32023	0.807611	5.29261	0.191143	
-9.82	7.32651	0.819324	5.29283	0.191914	7.32651	0.819324	5.29283	0.191914	
-9.8	7.33275	0.831142	5.29304	0.192689	7.33275	0.831142	5.29304	0.192689	
-9.78	7.33895	0.843064	5.29326	0.193468	7.33895	0.843064	5.29326	0.193468	
-9.76	7.3451	0.855089	5.29348	0.194252	7.3451	0.855089	5.29348	0.194252	
-9.74	7.3512	0.867219	5.2937	0.19504	7.3512	0.867219	5.2937	0.19504	
-9.72	7.35725	0.879452	5.29393	0.195833	7.35725	0.879452	5.29393	0.195833	
-9.7	7.36325	0.891789	5.29415	0.19663	7.36325	0.891789	5.29415	0.19663	
-9.68	7.3692	0.904228	5.29438	0.197432	7.3692	0.904228	5.29438	0.197432	
-9.66	7.3751	0.916771	5.29462	0.198238	7.3751	0.916771	5.29462	0.198238	
-9.64	7.38095	0.929415	5.29485	0.199049	7.38095	0.929415	5.29485	0.199049	
-9.62	7.38674	0.942161	5.29509	0.199865	7.38674	0.942161	5.29509	0.199865	
-9.6	7.39247	0.955009	5.29533	0.200685	7.39247	0.955009	5.29533	0.200685	
-9.58	7.39815	0.967957	5.29558	0.20151	7.39815	0.967957	5.29558	0.20151	
-9.56	7.40376	0.981006	5.29582	0.20234	7.40376	0.981006	5.29582	0.20234	
-9.54	7.40932	0.994155	5.29607	0.203175	7.40932	0.994155	5.29607	0.203175	
-9.52	7.41482	1.0074	5.29633	0.204014	7.41482	1.0074	5.29633	0.204014	
-9.5	7.42026	1.02075	5.29658	0.204859	7.42026	1.02075	5.29658	0.204859	
-9.48	7.42563	1.03419	5.29684	0.205708	7.42563	1.03419	5.29684	0.205708	
-9.46	7.43094	1.04774	5.2971	0.206562	7.43094	1.04774	5.2971	0.206562	
-9.44	7.43619	1.06138	5.29737	0.207421	7.43619	1.06138	5.29737	0.207421	
-9.42	7.44137	1.07511	5.29763	0.208285	7.44137	1.07511	5.29763	0.208285	
-9.4	7.44648	1.08894	5.29791	0.209154	7.44648	1.08894	5.29791	0.209154	
-9.38	7.45152	1.10287	5.29818	0.210028	7.45152	1.10287	5.29818	0.210028	
-9.36	7.4565	1.11689	5.29846	0.210907	7.4565	1.11689	5.29846	0.210907	
-9.34	7.46141	1.13101	5.29874	0.211792	7.46141	1.13101	5.29874	0.211792	
-9.32	7.46624	1.14521	5.29902	0.212681	7.46624	1.14521	5.29902	0.212681	
-9.3	7.47101	1.15951	5.29931	0.213576	7.47101	1.15951	5.29931	0.213576	
-9.28	7.4757	1.1739	5.2996	0.214476	7.4757	1.1739	5.2996	0.214476	
-9.26	7.48032	1.18838	5.2999	0.215382	7.48032	1.18838	5.2999	0.215382	
-9.24	7.48487	1.20295	5.30019	0.216292	7.48487	1.20295	5.30019	0.216292	
-9.22	7.48934	1.21761	5.3005	0.217208	7.48934	1.21761	5.3005	0.217208	
-9.2	7.49374	1.23235	5.3008	0.21813	7.49374	1.23235	5.3008	0.21813	
-9.18	7.49806	1.24718	5.30111	0.219057	7.49806	1.24718	5.30111	0.219057	
-9.16	7.5023	1.2621	5.30142	0.219989	7.5023	1.2621	5.30142	0.219989	
-9.14	7.50646	1.2771	5.30174	0.220927	7.50646	1.2771	5.30174	0.220927	
-9.12	7.51055	1.29219	5.30206	0.22187	7.51055	1.29219	5.30206	0.22187	
-9.1	7.51456	1.30735	5.30238	0.222819	7.51456	1.30735	5.30238	0.222819	
-9.08	7.51849	1.3226	5.30271	0.223774	7.51849	1.3226	5.30271	0.223774	
-9.06	7.52234	1.33793	5.30304	0.224734	7.52234	1.33793	5.30304	0.224734	
-9.04	7.52611	1.35334	5.30338	0.2257	7.52611	1.35334	5.30338	0.2257	
-9.02	7.5298	1.36883	5.30372	0.226672	7.5298	1.36883	5.30372	0.226672	
