0.0785398	-0.00527291	0.0007	-0.0696611	0.0007
0.235619	-0.00720357	0.0007	-0.177862	0.0007
0.392699	-0.00663766	0.0007	-0.232591	0.0007
0.549779	-0.0031338	0.0007	-0.257888	0.0007
0.706858	-0.00131532	0.0007	-0.275968	0.0007
0.863938	-0.00225971	0.0007	-0.288488	0.0007
1.02102	-0.00305727	0.0007	-0.293363	0.0007
1.1781	-0.00269183	0.0007	-0.293903	0.0007
1.33518	-0.00191266	0.0007	-0.292002	0.0007
1.49226	-0.00160472	0.0007	-0.287908	0.0007
1.64934	-0.00184755	0.0007	-0.283367	0.0007
1.80642	-0.00156702	0.0007	-0.278077	0.0007
1.9635	-0.000335044	0.0007	-0.273515	0.0007
2.12058	0.00306894	0.0007	-0.262733	0.0007
2.27765	0.00110804	0.0007	-0.258358	0.0007
2.43473	-0.000300942	0.0007	-0.253963	0.0007
2.59181	0.000272172	0.0007	-0.247533	0.0007
2.74889	0.00138913	0.0007	-0.240573	0.0007
2.90597	0.00190689	0.0007	-0.23431	0.0007
3.06305	0.00159127	0.0007	-0.228942	0.0007
3.22013	0.000706673	0.0007	-0.224144	0.0007
3.37721	-0.000387813	0.0007	-0.219544	0.0007
3.53429	-0.00142258	0.0007	-0.214912	0.0007
3.69137	-0.00225214	0.0007	-0.210169	0.0007
3.84845	-0.00282864	0.0007	-0.205334	0.0007
4.00553	-0.00316371	0.0007	-0.200472	0.0007
4.16261	-0.00329749	0.0007	-0.195656	0.0007
4.31969	-0.00327868	0.0007	-0.190946	0.0007
4.47677	-0.00315349	0.0007	-0.186387	0.0007
4.63385	-0.00296087	0.0007	-0.182004	0.0007
4.79093	-0.00273113	0.0007	-0.177809	0.0007
4.94801	-0.0024865	0.0007	-0.173803	0.0007
5.10509	-0.00224238	0.0007	-0.169979	0.0007
5.26217	-0.00200881	0.0007	-0.166328	0.0007
5.41925	-0.00179179	0.0007	-0.162838	0.0007
5.57633	-0.00159449	0.0007	-0.159495	0.0007
5.73341	-0.00141802	0.0007	-0.156288	0.0007
5.89049	-0.0012622	0.0007	-0.153204	0.0007
6.04757	-0.00112604	0.0007	-0.150235	0.0007
6.20465	-0.00100805	0.0007	-0.147371	0.0007
6.36173	-0.000906523	0.0007	-0.144605	0.0007
6.5188	-0.000819677	0.0007	-0.141928	0.0007
6.67588	-0.000745779	0.0007	-0.139336	0.0007
6.83296	-0.000683167	0.0007	-0.136823	0.0007
6.99004	-0.000630319	0.0007	-0.134385	0.0007
7.14712	-0.000585874	0.0007	-0.132018	0.0007
7.3042	-0.000548599	0.0007	-0.129719	0.0007
7.46128	-0.000517431	0.0007	-0.127486	0.0007
7.61836	-0.000491426	0.0007	-0.125313	0.0007
7.77544	-0.000469765	0.0007	-0.123202	0.0007
7.93252	-0.000451751	0.0007	-0.121147	0.0007
8.0896	-0.000436774	0.0007	-0.119149	0.0007
8.24668	-0.000424336	0.0007	-0.117204	0.0007
8.40376	-0.00041399	0.0007	-0.115311	0.0007
8.56084	-0.000405366	0.0007	-0.113468	0.0007
8.71792	-0.00039815	0.0007	-0.111674	0.0007
8.875	-0.000392084	0.0007	-0.109928	0.0007
9.03208	-0.000386952	0.0007	-0.108227	0.0007
9.18916	-0.000382558	0.0007	-0.10657	0.0007
9.34624	-0.000378751	0.0007	-0.104957	0.0007
9.50332	-0.000375407	0.0007	-0.103385	0.0007
9.6604	-0.00037242	0.0007	-0.101853	0.0007
9.81748	-0.000369699	0.0007	-0.100361	0.0007
9.97456	-0.000367174	0.0007	-0.0989061	0.0007
10.1316	-0.000364786	0.0007	-0.0974884	0.0007
10.2887	-0.000362496	0.0007	-0.0961062	0.0007
10.4458	-0.000360255	0.0007	-0.0947585	0.0007
10.6029	-0.000358043	0.0007	-0.0934444	0.0007
10.76	-0.000355827	0.0007	-0.0921626	0.0007
10.917	-0.000353597	0.0007	-0.0909122	0.0007
11.0741	-0.000351334	0.0007	-0.0896923	0.0007
11.2312	-0.000349031	0.0007	-0.0885019	0.0007
11.3883	-0.000346675	0.0007	-0.0873401	0.0007
11.5454	-0.000344272	0.0007	-0.0862059	0.0007
11.7024	-0.000341815	0.0007	-0.0850986	0.0007
11.8595	-0.000339303	0.0007	-0.0840173	0.0007
12.0166	-0.000336734	0.0007	-0.0829612	0.0007
12.1737	-0.000334107	0.0007	-0.0819296	0.0007
12.3308	-0.000331433	0.0007	-0.0809216	0.0007
12.4878	-0.000328708	0.0007	-0.0799366	0.0007
12.6449	-0.000325937	0.0007	-0.0789738	0.0007
12.802	-0.000323124	0.0007	-0.0780327	0.0007
12.9591	-0.000320273	0.0007	-0.0771125	0.0007
