HDF5 "solver.out.h5" {
DATASET "/G1_LEGENDRE" {
   DATATYPE  H5T_IEEE_F64LE
   DATASPACE  SIMPLE { ( 4, 4, 40, 2 ) / ( 4, 4, 40, 2 ) }
   DATA {
   (0,0,0,0): -3.80411, 0,
   (0,0,1,0): 0.00757243, 0,
   (0,0,2,0): -2.41682, 0,
   (0,0,3,0): 0.000939833, 0,
   (0,0,4,0): -1.1264, 0,
   (0,0,5,0): 0.0120493, 0,
   (0,0,6,0): -0.604068, 0,
   (0,0,7,0): 0.00452398, 0,
   (0,0,8,0): -0.382091, 0,
   (0,0,9,0): 0.00237186, 0,
   (0,0,10,0): -0.248016, 0,
   (0,0,11,0): 0.00935944, 0,
   (0,0,12,0): -0.176169, 0,
   (0,0,13,0): -0.0080805, 0,
   (0,0,14,0): -0.119639, 0,
   (0,0,15,0): -0.00936338, 0,
   (0,0,16,0): -0.0634196, 0,
   (0,0,17,0): -0.00493153, 0,
   (0,0,18,0): -0.0499703, 0,
   (0,0,19,0): 0.00324352, 0,
   (0,0,20,0): -0.0362403, 0,
   (0,0,21,0): -0.00833445, 0,
   (0,0,22,0): -0.0165825, 0,
   (0,0,23,0): -0.00361364, 0,
   (0,0,24,0): -0.00675308, 0,
   (0,0,25,0): -0.000572067, 0,
   (0,0,26,0): -0.0127173, 0,
   (0,0,27,0): 0.00444205, 0,
   (0,0,28,0): -0.00423963, 0,
   (0,0,29,0): 0.00157037, 0,
   (0,0,30,0): -0.00502323, 0,
   (0,0,31,0): 0.00852793, 0,
   (0,0,32,0): 0.00633013, 0,
   (0,0,33,0): 0.00415795, 0,
   (0,0,34,0): 0.00754377, 0,
   (0,0,35,0): -0.00259645, 0,
   (0,0,36,0): 0.0024863, 0,
   (0,0,37,0): 0.00321955, 0,
   (0,0,38,0): 0.0102868, 0,
   (0,0,39,0): -0.00624236, 0,
   (0,1,0,0): 0, 0,
   (0,1,1,0): 0, 0,
   (0,1,2,0): 0, 0,
   (0,1,3,0): 0, 0,
   (0,1,4,0): 0, 0,
   (0,1,5,0): 0, 0,
   (0,1,6,0): 0, 0,
   (0,1,7,0): 0, 0,
   (0,1,8,0): 0, 0,
   (0,1,9,0): 0, 0,
   (0,1,10,0): 0, 0,
   (0,1,11,0): 0, 0,
   (0,1,12,0): 0, 0,
   (0,1,13,0): 0, 0,
   (0,1,14,0): 0, 0,
   (0,1,15,0): 0, 0,
   (0,1,16,0): 0, 0,
   (0,1,17,0): 0, 0,
   (0,1,18,0): 0, 0,
   (0,1,19,0): 0, 0,
   (0,1,20,0): 0, 0,
   (0,1,21,0): 0, 0,
   (0,1,22,0): 0, 0,
   (0,1,23,0): 0, 0,
   (0,1,24,0): 0, 0,
   (0,1,25,0): 0, 0,
   (0,1,26,0): 0, 0,
   (0,1,27,0): 0, 0,
   (0,1,28,0): 0, 0,
   (0,1,29,0): 0, 0,
   (0,1,30,0): 0, 0,
   (0,1,31,0): 0, 0,
   (0,1,32,0): 0, 0,
   (0,1,33,0): 0, 0,
   (0,1,34,0): 0, 0,
   (0,1,35,0): 0, 0,
