20	0
17.5824882	1.464729333e-102
15.45719457	1.477548804e-84
13.58879706	1.959356084e-72
11.9462432	5.112209903e-62
10.50223401	4.666294605e-53
9.232770279	2.407153561e-45
8.116753726	1.050356268e-38
7.135636332	5.454273731e-33
6.273112082	4.508846583e-28
5.514845959	7.615048898e-24
4.848235701	3.258125484e-20
4.262202351	4.254633066e-17
3.747006128	1.994079076e-14
3.294084553	3.864343088e-12
2.895910139	3.504995424e-10
2.545865293	1.658447241e-08
2.238132324	4.499052201e-07
1.96759676	7.587451971e-06
1.729762341	8.512700162e-05
1.520676298	0.0006715209571
1.336863653	0.003894519552
1.175269471	0.0171936472
1.03320808	0.05950724066
0.9083184442	0.1654928608
0.7985249166	0.377964907
0.7020027463	0.7230298942
0.6171477503	1.179701739
0.542549652	1.669462035
0.4769686428	2.081093144
0.4193147768	2.31804258
0.3686298558	2.337711049
0.3240715046	2.160645484
0.2848991703	1.850874671
0.2504618151	1.484807462
0.2201870955	1.126165281
0.1935718504	0.814636645
0.1701737389	0.566503353
0.1496038878	0.3814342018
0.1315204296	0.2502467796
0.1156228201	0.1608613389
0.1016468435	0.1017953219
0.08936022138	0.06366970084
0.07855875192	0.03949296805
0.06906291645	0.02436211072
0.06071489569	0.01498229323
0.05337594686	0.009205641544
0.0469240978	0.005662382257
0.04125211981	0.00349292791
0.03626574549	0.002164276172
0.03188210212	0.00134882341
0.02802833422	0.0008464313262
0.02464039279	0.0005352710048
0.02166197078	0.0003412835894
0.01904356729	0.0002194241717
0.01674166486	0.0001422344063
0.01471800624	9.291516584e-05
0.01293895856	6.113527792e-05
0.01137495431	4.049619383e-05
0.01	2.699851447e-05
