0.0785398	4.43716	-0.42376	0	0	0	0	5.66968	-0.549203	4.43716	-0.42376	0	0	0	0	5.66968	-0.549203	
0.235619	4.49497	-1.22156	0	0	0	0	5.55018	-1.33423	4.49497	-1.22156	0	0	0	0	5.55018	-1.33423	
0.392699	4.62815	-1.90212	0	0	0	0	5.56094	-1.9853	4.62815	-1.90212	0	0	0	0	5.56094	-1.9853	
0.549779	4.85892	-2.45084	0	0	0	0	5.69585	-2.47978	4.85892	-2.45084	0	0	0	0	5.69585	-2.47978	
0.706858	5.1653	-2.8911	0	0	0	0	5.90535	-2.85462	5.1653	-2.8911	0	0	0	0	5.90535	-2.85462	
0.863938	5.50889	-3.2202	0	0	0	0	6.17933	-3.14253	5.50889	-3.2202	0	0	0	0	6.17933	-3.14253	
1.02102	5.86855	-3.449	0	0	0	0	6.49036	-3.30776	5.86855	-3.449	0	0	0	0	6.49036	-3.30776	
1.1781	6.23426	-3.59982	0	0	0	0	6.8782	-3.48734	6.23426	-3.59982	0	0	0	0	6.8782	-3.48734	
1.33518	6.58943	-3.68954	0	0	0	0	7.07143	-3.62768	6.58943	-3.68954	0	0	0	0	7.07143	-3.62768	
1.49226	6.93105	-3.73316	0	0	0	0	7.34437	-3.62568	6.93105	-3.73316	0	0	0	0	7.34437	-3.62568	
1.64934	7.23785	-3.74918	0	0	0	0	7.57766	-3.5734	7.23785	-3.74918	0	0	0	0	7.57766	-3.5734	
1.80642	7.4989	-3.73679	0	0	0	0	7.86276	-3.55949	7.4989	-3.73679	0	0	0	0	7.86276	-3.55949	
1.9635	7.72481	-3.69471	0	0	0	0	8.07698	-3.55211	7.72481	-3.69471	0	0	0	0	8.07698	-3.55211	
2.12058	7.94403	-3.59971	0	0	0	0	8.17794	-3.48375	7.94403	-3.59971	0	0	0	0	8.17794	-3.48375	
2.27765	8.14606	-3.53955	0	0	0	0	8.37462	-3.42413	8.14606	-3.53955	0	0	0	0	8.37462	-3.42413	
2.43473	8.3185	-3.46811	0	0	0	0	8.51777	-3.31577	8.3185	-3.46811	0	0	0	0	8.51777	-3.31577	
2.59181	8.46663	-3.3801	0	0	0	0	8.62801	-3.19699	8.46663	-3.3801	0	0	0	0	8.62801	-3.19699	
2.74889	8.5986	-3.29011	0	0	0	0	8.75249	-3.10182	8.5986	-3.29011	0	0	0	0	8.75249	-3.10182	
2.90597	8.71788	-3.20549	0	0	0	0	8.89262	-3.03308	8.71788	-3.20549	0	0	0	0	8.89262	-3.03308	
3.06305	8.82478	-3.12543	0	0	0	0	9.02722	-2.97967	8.82478	-3.12543	0	0	0	0	9.02722	-2.97967	
3.22013	8.91928	-3.0465	0	0	0	0	9.13801	-2.931	8.91928	-3.0465	0	0	0	0	9.13801	-2.931	
3.37721	9.00222	-2.96611	0	0	0	0	9.21818	-2.88053	9.00222	-2.96611	0	0	0	0	9.21818	-2.88053	
3.53429	9.07523	-2.88347	0	0	0	0	9.27076	-2.82512	9.07523	-2.88347	0	0	0	0	9.27076	-2.82512	
3.69137	9.14028	-2.79912	0	0	0	0	9.30366	-2.76384	9.14028	-2.79912	0	0	0	0	9.30366	-2.76384	
3.84845	9.19922	-2.71425	0	0	0	0	9.32563	-2.69734	9.19922	-2.71425	0	0	0	0	9.32563	-2.69734	
4.00553	9.25359	-2.6302	0	0	0	0	9.34378	-2.62703	9.25359	-2.6302	0	0	0	0	9.34378	-2.62703	
4.16261	9.30448	-2.54814	0	0	0	0	9.36296	-2.55464	9.30448	-2.54814	0	0	0	0	9.36296	-2.55464	
4.31969	9.35263	-2.4689	0	0	0	0	9.38578	-2.4818	9.35263	-2.4689	0	0	0	0	9.38578	-2.4818	
4.47677	9.3985	-2.39305	0	0	0	0	9.41324	-2.40974	9.3985	-2.39305	0	0	0	0	9.41324	-2.40974	
4.63385	9.44233	-2.32089	0	0	0	0	9.44528	-2.33949	9.44233	-2.32089	0	0	0	0	9.44528	-2.33949	
4.79093	9.48428	-2.25253	0	0	0	0	9.48118	-2.27163	9.48428	-2.25253	0	0	0	0	9.48118	-2.27163	
4.94801	9.52436	-2.1879	0	0	0	0	9.52	-2.20651	9.52436	-2.1879	0	0	0	0	9.52	-2.20651	
5.10509	9.56262	-2.12694	0	0	0	0	9.56073	-2.14432	9.56262	-2.12694	0	0	0	0	9.56073	-2.14432	
5.26217	9.59904	-2.06941	0	0	0	0	9.60239	-2.08512	9.59904	-2.06941	0	0	0	0	9.60239	-2.08512	
5.41925	9.63364	-2.01513	0	0	0	0	9.64418	-2.02893	9.63364	-2.01513	0	0	0	0	9.64418	-2.02893	
5.57633	9.66643	-1.96384	0	0	0	0	9.68541	-1.97564	9.66643	-1.96384	0	0	0	0	9.68541	-1.97564	
5.73341	9.69744	-1.91539	0	0	0	0	9.72554	-1.92515	9.69744	-1.91539	0	0	0	0	9.72554	-1.92515	
5.89049	9.72671	-1.86951	0	0	0	0	9.76417	-1.87738	9.72671	-1.86951	0	0	0	0	9.76417	-1.87738	
6.04757	9.75428	-1.82604	0	0	0	0	9.80101	-1.83212	9.75428	-1.82604	0	0	0	0	9.80101	-1.83212	
6.20465	9.7802	-1.78475	0	0	0	0	9.83591	-1.78933	9.7802	-1.78475	0	0	0	0	9.83591	-1.78933	
6.36173	9.80456	-1.74553	0	0	0	0	9.8687	-1.74874	9.80456	-1.74553	0	0	0	0	9.8687	-1.74874	
6.5188	9.82741	-1.70815	0	0	0	0	9.89937	-1.71031	9.82741	-1.70815	0	0	0	0	9.89937	-1.71031	
6.67588	9.84883	-1.67251	0	0	0	0	9.92794	-1.67389	9.84883	-1.67251	0	0	0	0	9.92794	-1.67389	
6.83296	9.8689	-1.6385	0	0	0	0	9.95439	-1.63926	9.8689	-1.6385	0	0	0	0	9.95439	-1.63926	
6.99004	9.88768	-1.60596	0	0	0	0	9.97884	-1.6064	9.88768	-1.60596	0	0	0	0	9.97884	-1.6064	
7.14712	9.90526	-1.5748	0	0	0	0	10.0014	-1.57518	9.90526	-1.5748	0	0	0	0	10.0014	-1.57518	
7.3042	9.92171	-1.54493	0	0	0	0	10.022	-1.54548	9.92171	-1.54493	0	0	0	0	10.022	-1.54548	
7.46128	9.9371	-1.51628	0	0	0	0	10.0409	-1.51709	9.9371	-1.51628	0	0	0	0	10.0409	-1.51709	
7.61836	9.95149	-1.48872	0	0	0	0	10.0582	-1.49006	9.95149	-1.48872	0	0	0	0	10.0582	-1.49006	
7.77544	9.96496	-1.46224	0	0	0	0	10.074	-1.46419	9.96496	-1.46224	0	0	0	0	10.074	-1.46419	
7.93252	9.97756	-1.43671	0	0	0	0	10.0883	-1.43947	9.97756	-1.43671	0	0	0	0	10.0883	-1.43947	
8.0896	9.98935	-1.41209	0	0	0	0	10.1013	-1.41574	9.98935	-1.41209	0	0	0	0	10.1013	-1.41574	
8.24668	10.0004	-1.38841	0	0	0	0	10.1131	-1.39299	10.0004	-1.38841	0	0	0	0	10.1131	-1.39299	
8.40376	10.0107	-1.3655	0	0	0	0	10.1238	-1.37116	10.0107	-1.3655	0	0	0	0	10.1238	-1.37116	
8.56084	10.0204	-1.34335	0	0	0	0	10.1334	-1.35014	10.0204	-1.34335	0	0	0	0	10.1334	-1.35014	
8.71792	10.0295	-1.32194	0	0	0	0	10.142	-1.32991	10.0295	-1.32194	0	0	0	0	10.142	-1.32991	
8.875	10.038	-1.30123	0	0	0	0	10.1497	-1.3104	10.038	-1.30123	0	0	0	0	10.1497	-1.3104	
9.03208	10.046	-1.28117	0	0	0	0	10.1567	-1.29156	10.046	-1.28117	0	0	0	0	10.1567	-1.29156	
9.18916	10.0535	-1.26173	0	0	0	0	10.1629	-1.27337	10.0535	-1.26173	0	0	0	0	10.1629	-1.27337	
9.34624	10.0606	-1.24287	0	0	0	0	10.1684	-1.25576	10.0606	-1.24287	0	0	0	0	10.1684	-1.25576	
9.50332	10.0672	-1.22459	0	0	0	0	10.1733	-1.23872	10.0672	-1.22459	0	0	0	0	10.1733	-1.23872	
9.6604	10.0734	-1.20684	0	0	0	0	10.1776	-1.22219	10.0734	-1.20684	0	0	0	0	10.1776	-1.22219	
